"TIME","GEO","INDIC_DE","SEX","AGE","Value"
"1960","Belgium","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.7"
"1960","Belgium","Life expectancy at given exact age (ex)","Males","Less than 1 year","66.8"
"1960","Belgium","Life expectancy at given exact age (ex)","Females","Less than 1 year","72.8"
"1960","Bulgaria","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.3"
"1960","Bulgaria","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.5"
"1960","Bulgaria","Life expectancy at given exact age (ex)","Females","Less than 1 year","71.1"
"1960","Czechia","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.7"
"1960","Czechia","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.8"
"1960","Czechia","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.5"
"1960","Denmark","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Denmark","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Denmark","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Germany including former GDR","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.2"
"1960","Germany including former GDR","Life expectancy at given exact age (ex)","Males","Less than 1 year","66.5"
"1960","Germany including former GDR","Life expectancy at given exact age (ex)","Females","Less than 1 year","71.7"
"1960","Estonia","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.4"
"1960","Estonia","Life expectancy at given exact age (ex)","Males","Less than 1 year","64.7"
"1960","Estonia","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.1"
"1960","Ireland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Ireland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Ireland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Greece","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Greece","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Greece","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Spain","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Spain","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Spain","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","France","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","France","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","France","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","France (metropolitan)","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","France (metropolitan)","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","France (metropolitan)","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Croatia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Croatia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Croatia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Italy","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Italy","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Italy","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Cyprus","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Cyprus","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Cyprus","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Latvia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Latvia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Latvia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Lithuania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Lithuania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Lithuania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Luxembourg","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Luxembourg","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Luxembourg","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Hungary","Life expectancy at given exact age (ex)","Total","Less than 1 year","68.1"
"1960","Hungary","Life expectancy at given exact age (ex)","Males","Less than 1 year","65.9"
"1960","Hungary","Life expectancy at given exact age (ex)","Females","Less than 1 year","70.2"
"1960","Malta","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Malta","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Malta","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Netherlands","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Netherlands","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Netherlands","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Austria","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Austria","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Austria","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Poland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Poland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Poland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Portugal","Life expectancy at given exact age (ex)","Total","Less than 1 year","64.0"
"1960","Portugal","Life expectancy at given exact age (ex)","Males","Less than 1 year","61.1"
"1960","Portugal","Life expectancy at given exact age (ex)","Females","Less than 1 year","66.7"
"1960","Romania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Romania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Romania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Slovenia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Slovenia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Slovenia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Slovakia","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.3"
"1960","Slovakia","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.9"
"1960","Slovakia","Life expectancy at given exact age (ex)","Females","Less than 1 year","72.7"
"1960","Finland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Finland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Finland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Sweden","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Sweden","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Sweden","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","United Kingdom","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","United Kingdom","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","United Kingdom","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Iceland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Iceland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Iceland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Liechtenstein","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Liechtenstein","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Liechtenstein","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Norway","Life expectancy at given exact age (ex)","Total","Less than 1 year","73.8"
"1960","Norway","Life expectancy at given exact age (ex)","Males","Less than 1 year","71.6"
"1960","Norway","Life expectancy at given exact age (ex)","Females","Less than 1 year","76.0"
"1960","Switzerland","Life expectancy at given exact age (ex)","Total","Less than 1 year","71.4"
"1960","Switzerland","Life expectancy at given exact age (ex)","Males","Less than 1 year","68.7"
"1960","Switzerland","Life expectancy at given exact age (ex)","Females","Less than 1 year","74.1"
"1960","Montenegro","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Montenegro","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Montenegro","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","North Macedonia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","North Macedonia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","North Macedonia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Albania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Albania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Albania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Serbia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Serbia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Serbia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Turkey","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Turkey","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Turkey","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Belarus","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Belarus","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Belarus","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Moldova","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Moldova","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Moldova","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Russia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Russia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Russia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","San Marino","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","San Marino","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","San Marino","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Ukraine","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Ukraine","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Ukraine","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Armenia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Armenia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Armenia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Azerbaijan","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Azerbaijan","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Azerbaijan","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1960","Georgia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1960","Georgia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1960","Georgia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Belgium","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.5"
"1961","Belgium","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.6"
"1961","Belgium","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.6"
"1961","Bulgaria","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.4"
"1961","Bulgaria","Life expectancy at given exact age (ex)","Males","Less than 1 year","68.5"
"1961","Bulgaria","Life expectancy at given exact age (ex)","Females","Less than 1 year","72.3"
"1961","Czechia","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.7"
"1961","Czechia","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.7"
"1961","Czechia","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.6"
"1961","Denmark","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Denmark","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Denmark","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Germany including former GDR","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.8"
"1961","Germany including former GDR","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.0"
"1961","Germany including former GDR","Life expectancy at given exact age (ex)","Females","Less than 1 year","72.3"
"1961","Estonia","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.7"
"1961","Estonia","Life expectancy at given exact age (ex)","Males","Less than 1 year","65.1"
"1961","Estonia","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.3"
"1961","Ireland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Ireland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Ireland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Greece","Life expectancy at given exact age (ex)","Total","Less than 1 year","72.1"
"1961","Greece","Life expectancy at given exact age (ex)","Males","Less than 1 year","70.2"
"1961","Greece","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.8"
"1961","Spain","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Spain","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Spain","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","France","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","France","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","France","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","France (metropolitan)","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","France (metropolitan)","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","France (metropolitan)","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Croatia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Croatia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Croatia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Italy","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Italy","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Italy","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Cyprus","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Cyprus","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Cyprus","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Latvia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Latvia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Latvia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Lithuania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Lithuania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Lithuania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Luxembourg","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Luxembourg","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Luxembourg","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Hungary","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.0"
"1961","Hungary","Life expectancy at given exact age (ex)","Males","Less than 1 year","66.8"
"1961","Hungary","Life expectancy at given exact age (ex)","Females","Less than 1 year","71.2"
"1961","Malta","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Malta","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Malta","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Netherlands","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Netherlands","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Netherlands","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Austria","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Austria","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Austria","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Poland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Poland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Poland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Portugal","Life expectancy at given exact age (ex)","Total","Less than 1 year","62.7"
"1961","Portugal","Life expectancy at given exact age (ex)","Males","Less than 1 year","59.9"
"1961","Portugal","Life expectancy at given exact age (ex)","Females","Less than 1 year","65.4"
"1961","Romania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Romania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Romania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Slovenia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Slovenia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Slovenia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Slovakia","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.9"
"1961","Slovakia","Life expectancy at given exact age (ex)","Males","Less than 1 year","68.6"
"1961","Slovakia","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.2"
"1961","Finland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Finland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Finland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Sweden","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Sweden","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Sweden","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","United Kingdom","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","United Kingdom","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","United Kingdom","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Iceland","Life expectancy at given exact age (ex)","Total","Less than 1 year","73.5"
"1961","Iceland","Life expectancy at given exact age (ex)","Males","Less than 1 year","70.8"
"1961","Iceland","Life expectancy at given exact age (ex)","Females","Less than 1 year","76.3"
"1961","Liechtenstein","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Liechtenstein","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Liechtenstein","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Norway","Life expectancy at given exact age (ex)","Total","Less than 1 year","73.8"
"1961","Norway","Life expectancy at given exact age (ex)","Males","Less than 1 year","71.4"
"1961","Norway","Life expectancy at given exact age (ex)","Females","Less than 1 year","76.2"
"1961","Switzerland","Life expectancy at given exact age (ex)","Total","Less than 1 year","71.8"
"1961","Switzerland","Life expectancy at given exact age (ex)","Males","Less than 1 year","68.9"
"1961","Switzerland","Life expectancy at given exact age (ex)","Females","Less than 1 year","74.6"
"1961","Montenegro","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Montenegro","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Montenegro","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","North Macedonia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","North Macedonia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","North Macedonia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Albania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Albania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Albania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Serbia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Serbia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Serbia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Turkey","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Turkey","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Turkey","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Belarus","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Belarus","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Belarus","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Moldova","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Moldova","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Moldova","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Russia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Russia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Russia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","San Marino","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","San Marino","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","San Marino","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Ukraine","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Ukraine","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Ukraine","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Armenia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Armenia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Armenia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Azerbaijan","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Azerbaijan","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Azerbaijan","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1961","Georgia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1961","Georgia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1961","Georgia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Belgium","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.3"
"1962","Belgium","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.4"
"1962","Belgium","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.2"
"1962","Bulgaria","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.6"
"1962","Bulgaria","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.8"
"1962","Bulgaria","Life expectancy at given exact age (ex)","Females","Less than 1 year","71.5"
"1962","Czechia","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.0"
"1962","Czechia","Life expectancy at given exact age (ex)","Males","Less than 1 year","66.9"
"1962","Czechia","Life expectancy at given exact age (ex)","Females","Less than 1 year","72.9"
"1962","Denmark","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Denmark","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Denmark","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Germany including former GDR","Life expectancy at given exact age (ex)","Total","Less than 1 year","70.0"
"1962","Germany including former GDR","Life expectancy at given exact age (ex)","Males","Less than 1 year","67.1"
"1962","Germany including former GDR","Life expectancy at given exact age (ex)","Females","Less than 1 year","72.6"
"1962","Estonia","Life expectancy at given exact age (ex)","Total","Less than 1 year","69.8"
"1962","Estonia","Life expectancy at given exact age (ex)","Males","Less than 1 year","65.6"
"1962","Estonia","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.2"
"1962","Ireland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Ireland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Ireland","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Greece","Life expectancy at given exact age (ex)","Total","Less than 1 year","71.7"
"1962","Greece","Life expectancy at given exact age (ex)","Males","Less than 1 year","69.9"
"1962","Greece","Life expectancy at given exact age (ex)","Females","Less than 1 year","73.4"
"1962","Spain","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Spain","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Spain","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","France","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","France","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","France","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","France (metropolitan)","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","France (metropolitan)","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","France (metropolitan)","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Croatia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Croatia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Croatia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Italy","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Italy","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Italy","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Cyprus","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Cyprus","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Cyprus","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Latvia","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Latvia","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Latvia","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Lithuania","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Lithuania","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Lithuania","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Luxembourg","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Luxembourg","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Luxembourg","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Hungary","Life expectancy at given exact age (ex)","Total","Less than 1 year","67.9"
"1962","Hungary","Life expectancy at given exact age (ex)","Males","Less than 1 year","65.7"
"1962","Hungary","Life expectancy at given exact age (ex)","Females","Less than 1 year","70.1"
"1962","Malta","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Malta","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Malta","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Netherlands","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Netherlands","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Netherlands","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Austria","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Austria","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
"1962","Austria","Life expectancy at given exact age (ex)","Females","Less than 1 year",":"
"1962","Poland","Life expectancy at given exact age (ex)","Total","Less than 1 year",":"
"1962","Poland","Life expectancy at given exact age (ex)","Males","Less than 1 year",":"
